code,name,cname,category,price,diff,chg,preclose,open,high,low,amplitude,volume,mktcap,pe,market,category_id
AMAT,"Applied Materials, Inc.",应用材料公司,半导体,62.2,1.16,1.9,61.04,62.0,62.65,61.7,1.56%,6289207,56890719624,21.52249083,NASDAQ,12.0
CSX,CSX Corp.,CSX运输,,73.19,0.83,1.15,72.36,72.82,73.19,72.25,1.30%,2830179,56511391908,17.34360334,NYSE,790.0
MMC,"Marsh & McLennan Cos., Inc.",威达信集团,保险,112.05,0.64,0.57,111.41,111.59,112.05,111.12,0.83%,1831888,56381510582,37.60067192,NYSE,25.0
VRTX,"Vertex Pharmaceuticals, Inc.",福泰制药,生物技术,219.45,0.5,0.23,218.95,220.24,220.65,216.95,1.69%,1303850,56349281632,26.12500082,NASDAQ,39.0
PLD,"Prologis, Inc.","Prologis, Inc.",房地产信托投资基金,88.4,-0.74,-0.83,89.14,89.67,89.8,87.75,2.30%,2246180,55861540895,31.34751901,NYSE,227.0
AMX,America Movil SAB de CV,美洲移动公司,,16.26,0.26,1.63,16.0,16.07,16.26,16.04,1.38%,1454389,55821104063,18.0666674,NYSE,697.0
GPN,"Global Payments, Inc.",环汇有限公司,商业服务,185.67,3.11,1.7,182.56,183.95,186.66,183.6,1.68%,1816365,55545778060,74.26799927,NYSE,16.0
SLB,Schlumberger NV,斯伦贝谢公司,,40.17,-0.03,-0.07,40.2,40.52,40.72,40.08,1.60%,8694538,55545424366,-5.60251015,NYSE,710.0
DE,Deere & Co.,迪尔股份有限公司,机械-多元,176.86,3.6,2.08,173.26,174.24,176.88,173.73,1.82%,1457269,55120908605,17.22103142,NYSE,134.0
ECL,"Ecolab, Inc.",艺康集团,化学制品,190.23,-2.76,-1.43,192.99,193.66,193.89,189.85,2.09%,1476732,54789420618,35.96030191,NYSE,88.0
JD,"JD.com, Inc.",京东,,37.73,2.5,7.1,35.23,35.96,37.76,35.9,5.28%,22704891,54524117216,96.74359212,NASDAQ,712.0
LVS,Las Vegas Sands Corp.,金沙集团,住宿,70.8,1.76,2.55,69.04,69.88,70.94,69.79,1.67%,5154845,54081790379,28.7804886,NYSE,176.0
GM,General Motors Co.,通用汽车公司,汽车制造,37.38,0.78,2.13,36.6,37.0,37.38,36.55,2.27%,7457292,52929149705,6.01932381,NYSE,155.0
BIIB,"Biogen, Inc.",百健艾迪股份有限公司,生物技术,294.24,-2.49,-0.84,296.73,299.06,299.08,292.28,2.29%,1117205,52918224237,10.44886335,NASDAQ,39.0
SHW,The Sherwin-Williams Co.,宣伟公司,化学制品,571.85,-11.69,-2.0,583.54,585.05,585.12,568.74,2.81%,602289,52516082507,37.69610895,NYSE,88.0
WBA,"Walgreens Boots Alliance, Inc.",沃尔格林联合博姿集团,,59.08,0.12,0.2,58.96,59.28,59.59,58.7,1.52%,5583185,52218077335,13.70765722,NASDAQ,
VOD,Vodafone Group Plc,沃达丰集团公司,电信,19.43,0.1,0.52,19.33,19.38,19.46,19.34,0.62%,1734645,51873141663,-6.79370665,NASDAQ,30.0
ABB,ABB Ltd.,阿西布朗勃法瑞公司,,24.37,0.28,1.16,24.09,24.32,24.38,24.26,0.50%,1367507,51863551724,36.37313467,NYSE,714.0
UBER,"Uber Technologies, Inc.",优步科技有限公司,,30.99,1.25,4.2,29.74,29.94,31.0,29.79,4.07%,20583240,51633599935,-6.32448963,NYSE,
ICE,"Intercontinental Exchange, Inc.",洲际交易所,多元化金融服务,92.67,0.12,0.13,92.55,92.84,93.07,92.18,0.96%,3045306,51600504092,24.97843591,NYSE,56.0
IJH,iShares Core S&P Mid-Cap ETF,标普中型股400指数ETF-iShares,股权,206.13,0.31,0.15,205.82,206.84,207.05,204.21,1.38%,1757695,51590927894,8.23531759,NYSE,145.0
GD,General Dynamics Corp.,通用动力,航空航天/国防,178.43,2.08,1.18,176.35,177.45,179.04,176.92,1.20%,1373344,51351814290,15.302744,NYSE,60.0
NSC,Norfolk Southern Corp.,诺福克南方公司,运输,196.8,2.67,1.38,194.13,195.05,196.8,194.26,1.31%,1314132,51043834616,19.03288203,NYSE,34.0
APD,"Air Products & Chemicals, Inc.",空气化工产品有限公司,化学制品,231.14,-3.85,-1.64,234.99,235.25,236.8,230.84,2.54%,1295549,51042511546,28.96491213,NYSE,88.0
VIG,Vanguard Dividend Appreciation Index Fund,股利增长指数ETF-Vanguard,股权,125.34,0.68,0.55,124.66,125.14,125.34,124.56,0.62%,1317580,50622401965,9.51708395,NYSE,145.0
SU,"Suncor Energy, Inc.",森科能源公司,油气,32.78,-0.02,-0.06,32.8,32.93,33.14,32.56,1.77%,2381313,50056316136,13.83122378,NYSE,76.0
HCA,"HCA Healthcare, Inc.",HCA控股,健康护理服务,147.49,-0.32,-0.22,147.81,148.16,148.65,146.07,1.75%,776399,49869337838,14.45980473,NYSE,95.0
BSV,Vanguard Short-Term Bond Index Fund,短期国债指数ETF-Vanguard,环球,80.67,0.06,0.07,80.61,80.65,80.72,80.62,0.12%,1243062,49768709520,,NYSE,173.0
MAR,"Marriott International, Inc.",万豪国际,住宿,151.49,0.06,0.04,151.43,151.5,152.6,151.03,1.04%,1777371,49625760329,36.15513208,NYSE,176.0
PSX,Phillips 66,菲利普66公司,,112.2,0.79,0.71,111.41,112.08,113.18,111.38,1.62%,1469773,49605908624,11.20879065,NYSE,710.0
IBN,ICICI Bank Ltd.,印度工业信贷投资银行,银行,15.23,0.14,0.93,15.09,15.14,15.24,15.13,0.73%,5234539,49204474476,52.51724131,NYSE,61.0
TRP,TC Energy Corp.,TC Energy Corp.,管道,52.7,-0.61,-1.14,53.31,53.3,53.41,52.34,2.02%,3718603,48901579915,16.31578961,NYSE,112.0
EOG,"EOG Resources, Inc.",依欧格资源公司,,84.14,0.38,0.45,83.76,84.32,84.61,83.54,1.28%,2427251,48780909255,16.24324366,NYSE,710.0
IWF,iShares Russell 1000 Growth ETF,罗素1000成长指数ETF-iShares,股权,178.35,2.43,1.38,175.92,177.17,178.35,176.75,0.91%,1676631,48690080575,14.85012512,NYSE,145.0
EW,Edwards Lifesciences Corp.,爱德华兹生命科学公司,,232.5,-0.79,-0.34,233.29,230.0,233.75,229.89,1.65%,1378952,48502952044,62.66846297,NYSE,738.0
AON,Aon Plc,怡安保险,保险,208.79,0.5,0.24,208.29,209.2,209.88,207.89,0.96%,827202,48413009476,35.20910613,NYSE,25.0
WM,"Waste Management, Inc.",美国废物管理公司,,114.22,0.26,0.23,113.96,114.09,114.22,112.5,1.51%,2071652,48324439308,27.58937317,NYSE,755.0
PDD,"Pinduoduo, Inc.",拼多多公司,,41.23,3.41,9.02,37.82,38.5,41.28,38.5,7.35%,9296087,48213195746,-42.50515291,NASDAQ,
ING,ING Groep NV,荷兰国际集团,保险,12.43,0.38,3.15,12.05,12.3,12.44,12.26,1.49%,2470132,48006970796,8.28666687,NYSE,25.0
COF,Capital One Financial Corp.,第一资本金融公司,,103.61,0.7,0.68,102.91,103.41,103.62,102.3,1.28%,1599881,47985566074,9.14474857,NYSE,726.0
ILMN,"Illumina, Inc.","Illumina, Inc.",生物技术,327.0,-4.74,-1.43,331.74,329.05,332.85,323.29,2.88%,777107,47985208597,49.39577125,NASDAQ,39.0
HUM,"Humana, Inc.",休曼纳公司,卫生保健设施,363.24,-3.28,-0.89,366.52,367.16,367.9,360.53,2.01%,636827,47956752493,19.20888383,NYSE,692.0
KMI,"Kinder Morgan, Inc.",金德尔摩根公司,,21.04,-0.13,-0.61,21.17,21.25,21.25,20.99,1.23%,10373096,47700266485,23.12087946,NYSE,710.0
BIDU,"Baidu, Inc.",百度,媒体内容,138.22,11.82,9.35,126.4,129.49,138.64,129.44,7.28%,7992913,47650838482,-148.62365608,NASDAQ,702.0
BSBR,Banco Santander (Brasil) SA,桑坦德巴西分行,银行,12.64,0.51,4.2,12.13,12.53,12.68,12.46,1.85%,1205027,47503156161,24.78431486,NYSE,61.0
MET,"MetLife, Inc.",大都会人寿公司,保险,51.62,0.65,1.28,50.97,51.28,51.69,51.05,1.25%,3753151,47356397054,6.83708578,NYSE,25.0
DD,"DuPont de Nemours, Inc.",杜邦公司,化学制品,63.5,-0.7,-1.09,64.2,64.8,65.16,63.48,2.62%,5574058,47078281870,59.90566361,NYSE,88.0
EMR,Emerson Electric Co.,美国艾默生电气公司,电力组件与设备,77.48,1.22,1.6,76.26,76.57,77.51,76.28,1.61%,2380001,47021976511,20.66133423,NYSE,7.0
UBS,UBS Group AG,瑞士银行,,12.92,0.34,2.7,12.58,12.7,12.92,12.67,1.99%,3352285,46889204112,11.13793142,NYSE,695.0
SHOP,"Shopify, Inc.","Shopify, Inc.",,407.81,10.23,2.57,397.58,403.99,408.24,398.36,2.49%,1392232,46808967932,-360.89380467,NYSE,
BK,The Bank of New York Mellon Corp.,纽约梅隆银行公司,,50.92,0.59,1.17,50.33,50.46,50.92,50.22,1.40%,2587186,46746264878,13.15762265,NYSE,695.0
IJR,iShares Core S&P Small Cap ETF,标普小型股600指数ETF-iShares,股权,83.91,0.06,0.07,83.85,84.31,84.39,83.12,1.51%,4221605,46716989179,3.77632791,NYSE,145.0
KMB,Kimberly-Clark Corp.,金伯利克拉克公司,"家庭产品/用品
",135.83,-1.72,-1.25,137.55,137.4,137.57,135.01,1.86%,1367531,46542774393,23.13969412,NYSE,283.0
AEP,"American Electric Power Co., Inc.",美国电力公司,电力,93.46,-1.05,-1.11,94.51,94.5,94.56,92.98,1.67%,1549201,46107952750,21.63425819,NYSE,21.0
MCO,Moody's Corp.,穆迪公司,商业服务,241.72,4.31,1.82,237.41,238.68,241.73,238.01,1.57%,869729,45483807728,34.93063563,NYSE,16.0
ATVI,"Activision Blizzard, Inc.",动视暴雪公司,软件,58.65,-0.77,-1.3,59.42,59.91,60.05,58.56,2.51%,5189778,45199875000,27.5352105,NASDAQ,14.0
AIG,"American International Group, Inc.",美国国际集团,保险,51.76,0.43,0.84,51.33,51.64,51.87,51.24,1.23%,2806703,44776431377,25.24878026,NYSE,25.0
SPG,"Simon Property Group, Inc.",西蒙地产集团,,145.09,-3.87,-2.6,148.96,149.41,149.76,144.85,3.30%,1849421,44568121436,20.87625904,NYSE,729.0
LHX,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.",,203.31,5.44,2.75,197.87,198.43,203.37,198.06,2.69%,1117805,44523594645,24.91544134,NYSE,
PHG,Koninklijke Philips NV,飞利浦电子公司,电子,49.46,0.66,1.35,48.8,49.39,49.47,49.08,0.80%,604538,44245218129,31.10691701,NYSE,49.0
ADI,"Analog Devices, Inc.",亚德诺半导体,半导体,120.43,1.59,1.34,118.84,120.11,120.65,118.74,1.61%,1151468,44225707356,32.72554297,NASDAQ,12.0
EXC,Exelon Corp.,艾斯能公司,电力,45.43,-0.16,-0.35,45.59,45.78,45.78,45.25,1.16%,4888826,44133750401,19.0882345,NYSE,21.0
BAX,"Baxter International, Inc.",百特国际有限公司,,85.87,2.25,2.69,83.62,85.0,85.87,84.18,2.02%,2942241,43611693866,28.33993517,NYSE,738.0
PGR,Progressive Corp.,美国前进保险公司,保险,74.33,1.94,2.68,72.39,73.92,74.35,73.26,1.51%,2880738,43280159519,13.81598518,NYSE,25.0
INFY,Infosys Ltd.,印孚瑟斯技术公司,,10.29,-0.03,-0.29,10.32,10.3,10.34,10.23,1.02%,5687971,43221027092,20.17647089,NYSE,750.0
SYY,Sysco Corp.,西思科公司,食品,84.66,-0.43,-0.51,85.09,85.06,85.13,83.98,1.35%,2036298,43137140527,25.65454693,NYSE,18.0
LRCX,Lam Research Corp.,林氏研究公司,半导体,297.89,5.49,1.88,292.4,295.78,299.8,294.49,1.82%,1506417,43108777077,21.02258384,NASDAQ,12.0
NTES,"NetEase, Inc.",网易,媒体内容,328.7,22.06,7.19,306.64,313.78,337.88,313.59,7.92%,1373509,42207939270,14.78632564,NASDAQ,702.0
SRE,Sempra Energy,桑普拉能源公司,,149.12,-2.36,-1.56,151.48,151.33,151.49,148.48,1.99%,1258701,42019417817,16.62430219,NYSE,694.0
ROST,"Ross Stores, Inc.",罗斯百货有限公司,,116.83,0.41,0.35,116.42,116.48,116.84,115.47,1.18%,1722533,41773861972,25.62061476,NASDAQ,712.0
IWD,iShares Russell 1000 Value ETF,罗素1000价值指数ETF-iShares,股权,137.03,0.55,0.4,136.48,137.04,137.18,136.31,0.64%,2242045,41529907601,9.70467421,NYSE,145.0
BCS,Barclays Plc,巴克莱银行,银行,9.76,0.24,2.52,9.52,9.69,9.76,9.65,1.16%,3137564,41284283894,18.07407378,NYSE,61.0
BCE,"BCE, Inc.",加拿大贝尔,,45.92,-0.43,-0.93,46.35,46.39,46.39,45.81,1.24%,1193677,41246735537,18.44176626,NYSE,697.0
ADSK,"Autodesk, Inc.",欧特克公司,软件,187.83,4.37,2.38,183.46,184.21,187.89,181.88,3.28%,1515128,41036155806,280.34327933,NASDAQ,14.0
KDP,"Keurig Dr Pepper, Inc.","Keurig Dr Pepper, Inc.",,28.74,-0.06,-0.21,28.8,28.89,28.9,28.59,1.08%,1924276,40353772923,36.37974556,NYSE,
FDX,FedEx Corp.,联邦快递集团,,155.1,3.89,2.57,151.21,152.42,155.1,151.6,2.31%,2924449,40222770701,534.82762264,NYSE,790.0
VEU,Vanguard FTSE All-World ex-US Index Fund,非美地区ETF-Vanguard FTSE,股权,54.44,0.69,1.28,53.75,54.17,54.44,54.05,0.73%,2109869,40009111142,,NYSE,145.0
DOW,"Dow, Inc.",陶氏公司,化学制品,53.75,-0.98,-1.79,54.73,55.23,55.54,53.64,3.47%,5145916,39896190785,42.32283528,NYSE,88.0
VFC,VF Corp.,威富集团,,100.23,0.57,0.57,99.66,99.67,100.25,99.48,0.77%,2414565,39861519462,30.84000103,NYSE,686.0
MPC,Marathon Petroleum Corp.,马拉松石油公司,,61.91,1.66,2.76,60.25,60.88,61.92,60.38,2.56%,4425042,39816423983,13.14437353,NYSE,710.0
MFC,Manulife Financial Corp.,Manulife Financial Corp.,保险,20.56,0.27,1.33,20.29,20.31,20.59,20.31,1.38%,1530585,39812206629,11.17391255,NYSE,25.0
DG,Dollar General Corp.,美国达乐公司,,156.54,0.56,0.36,155.98,156.95,157.12,155.24,1.21%,1847729,39640708123,24.38317623,NYSE,822.0
ETN,Eaton Corp. Plc,伊顿公司,,95.87,1.15,1.21,94.72,95.24,95.88,94.24,1.73%,2203938,39266799252,16.96814179,NYSE,714.0
AFL,"Aflac, Inc.",美国家庭人寿保险公司,保险,53.35,0.45,0.85,52.9,53.04,53.37,52.82,1.04%,3115356,39053428396,13.10810718,NYSE,25.0
VLO,Valero Energy Corp.,瓦莱罗能源,油气,95.13,1.48,1.58,93.65,94.63,95.24,94.26,1.05%,2087204,38847774971,17.14053946,NYSE,76.0
KHC,The Kraft Heinz Co.,卡夫亨氏,,31.61,-0.52,-1.62,32.13,32.29,32.42,31.5,2.86%,5898995,38564232612,-3.54769934,NASDAQ,
WDAY,"Workday, Inc.",工作日公司,软件,167.46,3.01,1.83,164.45,166.1,168.72,165.71,1.83%,1503106,38463590560,-82.49261531,NYSE,14.0
RBS,Royal Bank of Scotland Group Plc,苏格兰皇家银行,银行,6.49,0.05,0.78,6.44,6.46,6.49,6.44,0.78%,1296406,38366217747,15.09302247,NYSE,61.0
DELL,"Dell Technologies, Inc.",戴尔,计算机硬件,52.29,0.9,1.75,51.39,52.06,52.62,51.55,2.08%,2168428,38287678885,9.62983473,NYSE,681.0
OXY,Occidental Petroleum Corp.,西方石油公司,,42.58,1.37,3.32,41.21,41.63,42.69,41.58,2.69%,12791380,38059767223,27.64935252,NYSE,710.0
PRU,"Prudential Financial, Inc.",保德信金融集团,保险,94.84,1.1,1.17,93.74,94.04,94.9,93.79,1.18%,1628551,38025177014,10.01478286,NYSE,25.0
BBVA,Banco Bilbao Vizcaya Argentaria SA,Banco Bilbao Vizcaya Argentaria SA,银行,5.72,0.14,2.51,5.58,5.66,5.72,5.63,1.61%,2568647,38019909742,7.24050587,NYSE,61.0
DAL,"Delta Air Lines, Inc.",达美航空,,59.04,0.56,0.96,58.48,58.93,59.39,58.45,1.61%,4459743,38015552163,8.2805049,NYSE,673.0
ROP,"Roper Technologies, Inc.",儒博实业,机械-多元,365.17,10.94,3.09,354.23,353.93,365.17,353.93,3.17%,703022,37724146250,32.80952468,NYSE,134.0
CNQ,Canadian Natural Resources Ltd.,加拿大自然资源公司,,31.75,-0.6,-1.85,32.35,32.06,32.36,31.56,2.47%,2639884,37114954347,12.50000019,NYSE,710.0
PSA,Public Storage,公共存储公司,,211.42,-1.54,-0.72,212.96,213.82,214.16,210.6,1.67%,846853,36927353682,24.9316049,NYSE,729.0
F,Ford Motor Co.,福特汽车公司,汽车制造,9.42,0.12,1.29,9.3,9.29,9.42,9.19,2.47%,43432239,36869606596,22.97561014,NYSE,155.0
STZ,"Constellation Brands, Inc.",星座品牌酒业,饮料,188.3,-1.45,-0.76,189.75,189.97,190.0,186.66,1.76%,1056505,36857320477,45.59321981,NYSE,74.0
TEF,Telef贸nica SA,西班牙电信公司,,7.09,0.12,1.72,6.97,7.09,7.11,7.07,0.57%,1438265,36839215088,19.16216233,NYSE,697.0
BX,"The Blackstone Group, Inc.",黑石集团,,55.8,-0.14,-0.25,55.94,56.2,56.46,55.56,1.61%,3372651,36732661106,24.26086974,NYSE,708.0
ALL,The Allstate Corp.,美国好事达保险公司,保险,112.82,0.37,0.33,112.45,112.97,113.0,111.66,1.19%,1212402,36389979084,13.99751784,NYSE,25.0
NXPI,NXP Semiconductors NV,恩智浦,半导体,128.54,1.28,1.01,127.26,128.61,129.5,127.19,1.82%,2247936,35935993394,210.72129553,NASDAQ,12.0
ET,Energy Transfer LP,Energy Transfer LP,媒体内容,13.34,0.51,3.98,12.83,12.95,13.36,12.9,3.59%,17586490,35651488983,10.67200012,NYSE,702.0
NEM,Newmont Goldcorp Corp.,纽曼矿业,,43.22,-0.23,-0.53,43.45,43.55,43.88,43.19,1.58%,5870534,35480293342,15.49104008,NYSE,717.0
TRV,"The Travelers Cos., Inc.",旅行者财产险集团,保险,137.51,0.56,0.41,136.95,137.52,137.74,136.14,1.17%,1117296,35325344106,15.32998778,NYSE,25.0
LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,债券指数ETF-iShares iBoxx投资级公司债,股权,128.23,0.27,0.21,127.96,128.34,128.57,128.06,0.40%,15348656,35020476927,-38.62349347,NYSE,145.0
CCL,Carnival Corp.,嘉年华公司,休闲,51.31,0.48,0.94,50.83,51.35,51.67,50.73,1.86%,4200997,34968889080,11.82258055,NYSE,222.0
CS,Credit Suisse Group AG,瑞士信贷集团,,13.75,0.3,2.23,13.45,13.56,13.76,13.52,1.78%,2169063,34381125956,12.16814164,NYSE,695.0
MNST,Monster Beverage Corp.,怪物饮料,饮料,63.7,0.15,0.24,63.55,63.96,64.02,63.3,1.13%,1714520,34255718708,31.85000038,NASDAQ,74.0
CTSH,Cognizant Technology Solutions Corp.,高知特信息技术有限公司,,61.92,-0.1,-0.16,62.02,62.29,62.46,61.68,1.26%,2234530,34065575420,16.73513442,NASDAQ,750.0
ORLY,"O'Reilly Automotive, Inc.",奥莱利汽车公司,,437.52,-0.74,-0.17,438.26,438.5,439.06,434.44,1.05%,794432,32978958158,24.92991499,NASDAQ,712.0
XEL,"Xcel Energy, Inc.",卓越能源,电力,62.38,-1.11,-1.75,63.49,63.55,63.58,62.2,2.17%,2606654,32763763812,24.85259016,NYSE,21.0
GOLD,Barrick Gold Corp.,巴里克黄金,采矿,18.49,-0.1,-0.54,18.59,18.71,18.8,18.37,2.34%,7101928,32588024467,41.08888947,NASDAQ,2.0
WELL,"Welltower, Inc.","Welltower, Inc.",,80.14,-1.64,-2.01,81.78,82.09,82.14,79.96,2.67%,2049106,32549218030,95.40476416,NYSE,
APH,Amphenol Corp.,安费诺集团,电子,109.23,1.0,0.92,108.23,108.4,109.23,107.78,1.34%,1171531,32240539882,27.7233507,NYSE,49.0
BF.B,Brown-Forman Corp.,布朗霍文集团,饮料,67.06,-0.54,-0.8,67.6,67.6,67.67,66.44,1.82%,1094047,32206640843,37.46368659,NYSE,74.0
TSN,"Tyson Foods, Inc.",泰森食品,食品,89.97,-1.07,-1.18,91.04,91.08,91.61,89.79,2.00%,2655827,32201953199,15.86772487,NYSE,18.0
TEL,TE Connectivity Ltd.,泰科电子有限公司,,96.51,0.67,0.7,95.84,96.85,97.09,95.74,1.41%,1836629,32082841867,16.90192671,NYSE,714.0
VTIP,Vanguard Short-Term Inflation-Protected Securities ETF,Vanguard Short-Term Inflation-Protected Securities ETF,股权,49.31,0.03,0.06,49.28,49.28,49.31,49.26,0.10%,1081792,31951848640,,NASDAQ,145.0
LULU,"lululemon athletica, Inc.","lululemon athletica, Inc.",零售,233.42,1.75,0.76,231.67,232.9,233.47,231.76,0.74%,1439799,31935527767,54.03240484,NASDAQ,52.0
IR,Ingersoll-Rand Plc,英格索兰,,134.35,1.43,1.08,132.92,133.33,134.35,132.68,1.26%,1674338,31784335259,23.77876174,NYSE,714.0
VCSH,Vanguard Short-Term Corporate Bond ETF,Vanguard短期公司债指数ETF,股权,81.03,0.0,0.0,81.03,81.04,81.09,81.01,0.10%,2574983,31780838719,,NASDAQ,145.0
JCI,Johnson Controls International Plc,江森自控公司,汽车部件与设备,41.4,0.69,1.69,40.71,40.91,41.41,40.73,1.67%,3771089,31755505994,71.37931503,NYSE,84.0
GIS,"General Mills, Inc.",通用磨坊有限公司,食品,52.13,-1.43,-2.67,53.56,53.63,53.8,52.04,3.29%,4352117,31580521523,14.89428602,NYSE,18.0
SIRI,"Sirius XM Holdings, Inc.","Sirius XM Holdings, Inc.",媒体内容,7.13,-0.02,-0.28,7.15,7.13,7.19,7.1,1.26%,15984356,31474767499,33.95238256,NASDAQ,702.0
HLT,"Hilton Worldwide Holdings, Inc.",希尔顿酒店,住宿,111.45,0.54,0.49,110.91,111.15,111.62,110.46,1.05%,2012401,31366651265,34.7196248,NYSE,176.0
PPG,"PPG Industries, Inc.",PPG工业,化学制品,131.6,-1.89,-1.42,133.49,133.97,134.16,131.34,2.11%,1381515,31353211601,25.85461732,NYSE,88.0
LYB,LyondellBasell Industries NV,利安德巴塞尔公司,化学制品,93.86,-0.62,-0.66,94.48,95.28,95.47,93.45,2.14%,2206860,31290623531,9.82827212,NYSE,88.0
EA,"Electronic Arts, Inc.",电子艺界公司,软件,107.34,-0.17,-0.16,107.51,107.94,108.35,106.76,1.48%,1896563,31259273382,11.61688301,NASDAQ,14.0
OKE,"ONEOK, Inc.",万欧克,管道,75.71,0.04,0.05,75.67,75.92,76.11,75.04,1.41%,1943628,31115625084,24.98679861,NYSE,112.0
EQR,Equity Residential,资产住宅公司,房地产信托投资基金,79.77,-1.15,-1.42,80.92,81.32,81.48,79.35,2.63%,1797768,30829806815,36.2590886,NYSE,227.0
YUM,"Yum! Brands, Inc.",百胜餐饮集团,,102.17,1.44,1.43,100.73,100.9,102.19,100.81,1.37%,1369919,30758876049,27.68834596,NYSE,673.0
ZBH,"Zimmer Biomet Holdings, Inc.","Zimmer Biomet Holdings, Inc.",,149.2,-0.48,-0.32,149.68,149.98,150.05,147.47,1.72%,1042702,30644858204,-324.34781357,NYSE,
PAYX,"Paychex, Inc.",沛齐公司,商业服务,85.11,0.05,0.06,85.06,85.5,85.63,84.71,1.09%,1202928,30417147315,28.3700002,NASDAQ,16.0
IQV,"IQVIA Holdings, Inc.","IQVIA Holdings, Inc.",,156.41,1.9,1.23,154.51,155.23,156.73,153.57,2.05%,1868363,30308734852,126.13709876,NYSE,
INFO,IHS Markit Ltd.,IHS Markit Ltd.,,75.79,0.44,0.58,75.35,75.39,75.82,74.88,1.25%,1754513,30238505794,78.94791938,NASDAQ,
HPQ,"HP, Inc.",惠普,计算机,20.79,0.24,1.17,20.55,20.68,20.83,20.65,0.88%,7194662,30102829870,9.99519311,NYSE,5.0
FCAU,Fiat Chrysler Automobiles NV,菲亚特-克莱斯勒汽车公司,,15.08,0.39,2.65,14.69,14.98,15.1,14.91,1.30%,3387457,29785251175,8.06417106,NYSE,
ERIC,Telefonaktiebolaget LM Ericsson,爱立信电信公司,计算机硬件,9.01,0.23,2.62,8.78,8.96,9.03,8.94,1.03%,5368498,29775213204,-31.0689672,NASDAQ,681.0
QSR,"Restaurant Brands International, Inc.","Restaurant Brands International, Inc.",,64.7,0.93,1.46,63.77,63.8,64.96,63.78,1.85%,8440651,29671383701,25.98393442,NYSE,
PEG,"Public Service Enterprise Group, Inc.",美国公共服务企业集团,,58.71,-0.34,-0.58,59.05,59.12,59.15,58.47,1.15%,2557787,29643130925,20.38541554,NYSE,694.0
ED,"Consolidated Edison, Inc.",爱迪生联合电气公司,电力,88.86,-1.61,-1.78,90.47,90.55,90.65,88.47,2.41%,1274479,29536406326,20.85915395,NYSE,21.0
EBAY,"eBay, Inc.",eBay,,36.3,0.19,0.53,36.11,36.41,36.5,36.14,1.00%,4979348,29474009689,16.27802642,NASDAQ,712.0
STT,State Street Corp.,道富集团,,80.76,1.66,2.1,79.1,79.36,80.77,79.2,1.98%,1942041,29268014091,15.77343827,NYSE,695.0
TROW,"T. Rowe Price Group, Inc.",罗派斯集团有限公司,多元化金融服务,125.16,3.32,2.72,121.84,122.35,125.17,122.25,2.40%,1313282,29134846436,15.68421095,NASDAQ,56.0
AVB,"AvalonBay Communities, Inc.",阿瓦隆湾社区物产公司,房地产信托投资基金,207.24,-2.46,-1.17,209.7,210.46,210.91,206.07,2.31%,817428,28898860164,28.7036027,NYSE,227.0
KLAC,KLA Corp.,科磊公司,半导体,182.57,4.4,2.47,178.17,180.78,182.7,180.02,1.50%,1005598,28803716248,25.35694613,NASDAQ,12.0
WEC,"WEC Energy Group, Inc.",威斯康辛能源,,90.67,-1.56,-1.69,92.23,92.4,92.52,90.45,2.24%,1547068,28641590761,26.12968225,NYSE,694.0
RSG,"Republic Services, Inc.",共和服务公司,,89.83,0.2,0.22,89.63,89.72,89.84,88.77,1.19%,1595717,28549115039,26.6557878,NYSE,755.0
WMB,"The Williams Cos., Inc.",威廉姆斯公司,管道,23.49,-0.23,-0.97,23.72,23.94,23.94,23.41,2.23%,6820709,28452874259,180.69231256,NYSE,112.0
LUV,Southwest Airlines Co.,西南航空,航空公司,54.84,0.86,1.59,53.98,54.38,54.87,54.28,1.08%,3508211,28291975506,12.24107141,NYSE,103.0
TAL,TAL Education Group,好未来教育集团,,49.43,1.23,2.55,48.2,48.39,49.54,48.25,2.68%,2064999,28098515259,141.22857471,NYSE,899.0
